2024/12/31	09:35:29 	 6957b59d-f446-41b2-8681-1caa7a72456e 	 GET	undefined	/
2024/12/31	09:35:59 	 d1e8094f-876c-4e99-8017-fa2e47ec3c46 	 GET	undefined	/
2024/12/31	09:37:09 	 da430d8d-ebb5-4bc7-8d5b-aa070b62d125 	 GET	https://www.google.com	/
2024/12/31	09:46:31 	 91f7b307-cbb2-4aad-b8a8-50237a4619b0 	 GET	undefined	/
2024/12/31	09:46:32 	 c6a1cad2-4c24-4fb1-9aa8-a423ff6482f4 	 GET	undefined	/favicon.ico
2024/12/31	09:47:15 	 cdbe026b-8f02-4173-9dd1-e6ef9ce75dca 	 GET	undefined	/
2024/12/31	09:47:15 	 f4f55e71-b6fe-4ddd-ad58-c707427bd405 	 GET	undefined	/css/style.css
2024/12/31	09:55:33 	 9e28db0b-15a1-45ec-868d-a51770cdd2ee 	 GET	undefined	/
2024/12/31	09:56:29 	 7487d9da-1502-4866-b264-a16ed86c4aaa 	 GET	undefined	/
2024/12/31	09:56:29 	 72b16474-b664-4646-9395-eba26694045e 	 GET	undefined	/css/style.css
2024/12/31	09:57:41 	 f11a9e47-38a0-409a-bd54-eee51cd6d45b 	 GET	undefined	/j
2024/12/31	10:02:46 	 4d7edf48-520f-4b02-bc52-0e2563de8d0a 	 GET	undefined	/j
2024/12/31	10:02:48 	 b4efe4c9-3ce6-4dae-a90c-cfa03ec38c35 	 GET	undefined	/j
2024/12/31	10:12:34 	 8c7ac76d-722b-4a2f-ac47-45a703211748 	 GET	undefined	/subdir
2024/12/31	10:12:55 	 770908d6-caab-4d48-882e-4240bcaf36a3 	 GET	undefined	/subdir/test.html
2024/12/31	10:13:46 	 ef815b08-db45-45d4-9f3c-282558c3040e 	 GET	undefined	/subdir/test.html
2024/12/31	10:13:58 	 665b0a85-1965-442b-8059-e49062ef21b8 	 GET	undefined	/subdir/test.html
2024/12/31	17:49:31 	 0af1c31a-d241-49c7-b7ba-e4a3a56cbd9c 	 GET	undefined	/
2024/12/31	17:49:31 	 4c073097-0bd4-4dc6-8837-132e5457474c 	 GET	undefined	/css/style.css
2024/12/31	17:49:31 	 ac463c12-c714-41ff-b522-91a0b2a55412 	 GET	undefined	/favicon.ico
2024/12/31	17:49:41 	 b6977b4e-2c6e-4a14-82a9-b41b25a108bc 	 GET	undefined	/subdir
2024/12/31	17:49:49 	 545bc0a6-c19e-4110-b6f8-26be08869b05 	 GET	undefined	/subdir/test
2024/12/31	17:50:02 	 f510d9cc-5c5e-499d-bf23-2dd1aa00ef3f 	 GET	undefined	/subdir/tes
2024/12/31	17:51:39 	 65fa99b3-0566-4d21-b9a8-811945fc50ea 	 GET	undefined	/subdir/tes
2025/01/01	16:06:55 	 e5305bd5-e012-44c7-8ee9-7b4566181f9b 	 GET	undefined	/subdir/tes
2025/01/01	16:07:33 	 80123daa-910b-41f7-a63d-6f8c05e0ca9c 	 GET	undefined	/index
2025/01/01	16:07:33 	 dd2e019f-2b62-47e8-9bb0-b545efeed841 	 GET	undefined	/css/style.css
2025/01/01	17:05:54 	 ecff79b1-24fa-4975-8825-0d7fd09c51db 	 GET	undefined	/index
2025/01/01	17:05:54 	 fed9a97f-d672-4881-809b-55ddba67c437 	 GET	undefined	/css/style.css
2025/01/01	17:06:51 	 fa0c1284-25c1-4c01-a282-9967f62a0544 	 GET	undefined	/employees
2025/01/01	17:07:02 	 b5890c86-0061-49b5-a54d-64218022233f 	 GET	undefined	/employee
2025/01/01	17:07:31 	 3af2a87a-9c54-4649-9d1d-75b1d3734791 	 GET	undefined	/employees
2025/01/01	17:07:36 	 42d0ef53-e7c7-406f-9936-0222bc45d837 	 GET	undefined	/employees
2025/01/01	17:07:38 	 02ecdfa8-a447-4400-aac1-3e1fd70bb991 	 GET	undefined	/employees
2025/01/01	17:08:50 	 52efb0d1-4456-42fc-bf86-52d01a2b1e3c 	 GET	undefined	/employees
2025/01/01	17:09:54 	 5c1aa95c-78fe-41b4-8fc4-2fb20ddcc655 	 GET	undefined	/employees
2025/01/01	17:11:56 	 5a49f26c-2e87-4657-b887-68bfa54f66f8 	 GET	undefined	/employees
2025/01/01	17:12:41 	 76b832ed-cc7a-4036-a4d9-99388981077c 	 GET	undefined	/employees
2025/01/01	17:12:42 	 7aac9d4a-62c1-4c00-b631-e64231b8f8ac 	 GET	undefined	/employees
2025/01/01	17:12:43 	 6c3a0426-3ecd-485f-84c1-a6e2edec118f 	 GET	undefined	/employees
2025/01/01	17:12:44 	 9f2f74d1-335f-48af-9f33-37b24ff69dea 	 GET	undefined	/employees
2025/01/01	17:13:11 	 cb8b07ea-271b-4793-a6b4-84b1e50e36d9 	 GET	undefined	/employees
2025/01/01	17:13:47 	 fca5212d-fb53-4db8-85a8-022c9b0073b4 	 GET	undefined	/employees
2025/01/01	17:13:48 	 99fee30e-0057-4651-b380-bca21235c808 	 GET	undefined	/employees
2025/01/01	17:14:08 	 95a03c39-0d66-428d-84ca-74ee5009365b 	 GET	undefined	/employee
2025/01/01	17:14:12 	 e181325d-9222-43d2-a90f-9105160fd97b 	 GET	undefined	/employees
2025/01/01	17:20:41 	 89f63d04-43e7-467f-90ca-9bba38ec08f5 	 GET	undefined	/employees
2025/01/01	17:21:32 	 753c1570-7a84-48c9-a67b-1c4a0dce10e4 	 POST	undefined	/employees
2025/01/01	17:21:44 	 02a44cf8-31e9-4a8e-b53c-7bb6ec2eba28 	 POST	undefined	/employees
2025/01/01	17:22:51 	 bbd862a6-d17b-460c-8579-c0baa9220f5a 	 POST	undefined	/employees
2025/01/01	17:24:26 	 5e887ee7-37d0-4137-a998-1b1322ce584e 	 GET	undefined	/employees
2025/01/01	17:24:32 	 de2b1b4d-4feb-4d56-9c0b-f57e2fcd9a4b 	 POST	undefined	/employees
2025/01/01	17:26:06 	 c1bf3262-4b3b-4d59-89f4-a13d1d90aa90 	 POST	undefined	/employees
2025/01/01	17:26:08 	 7d578735-0f5f-4dbd-9cb8-ac237c38f131 	 POST	undefined	/employees
2025/01/01	17:26:46 	 62137433-10d4-408f-8056-17479d5c31f0 	 POST	undefined	/employees
2025/01/01	17:26:47 	 9414ffbb-530c-46bf-afc4-41e9c8f01e82 	 POST	undefined	/employees
2025/01/01	17:27:13 	 2ece0470-0e10-4133-9a36-dba9b280cb3a 	 GET	undefined	/employees
2025/01/01	17:29:34 	 dd403113-b651-4027-a378-d0a3b15eb2bc 	 POST	undefined	/employees
2025/01/01	17:29:42 	 08463b16-acb8-4e8f-964e-4c43be7efc55 	 POST	undefined	/employees
2025/01/01	17:30:27 	 7ab86d05-6b5d-40e0-8aac-5b5d48c903ee 	 POST	undefined	/employees
2025/01/01	17:31:18 	 eb75d905-1364-41ba-96d9-981cb2444273 	 PUT	undefined	/employees
2025/01/01	17:31:36 	 8ea41912-d566-4692-a339-7e88ddf3440f 	 DELETE	undefined	/employees
2025/01/01	17:31:54 	 42929a1d-aec5-4f84-bc87-c268bc0496ea 	 GET	undefined	/employees/1
2025/01/01	17:32:34 	 41a06100-35e5-49dd-8835-327929d79c26 	 GET	undefined	/employees/1
